name,diameter,weight
orange,8.7,155.82
orange,8.7,155.84
orange,8.7,155.84
orange,8.7,155.85
orange,8.7,155.85
orange,8.7,155.85
orange,8.7,155.86
orange,8.7,155.86
orange,8.7,155.9
orange,8.7,155.9
orange,8.7,155.93
orange,8.7,155.94
orange,8.71,155.96
orange,8.71,155.97
orange,8.71,155.99
orange,8.71,156
orange,8.71,156.03
orange,8.71,156.04
orange,8.71,156.04
orange,8.71,156.05
orange,8.71,156.06
orange,8.71,156.07
orange,8.71,156.09
orange,8.71,156.1
orange,8.71,156.11
orange,8.71,156.12
orange,8.71,156.12
orange,8.71,156.12
orange,8.71,156.12
orange,8.71,156.14
orange,8.71,156.15
orange,8.72,156.15
orange,8.72,156.16
orange,8.72,156.16
orange,8.72,156.17
orange,8.72,156.19
orange,8.72,156.19
orange,8.72,156.2
orange,8.72,156.2
orange,8.72,156.2
orange,8.72,156.22
orange,8.72,156.24
orange,8.72,156.24
orange,8.72,156.25
orange,8.72,156.27
orange,8.73,156.28
orange,8.73,156.28
orange,8.73,156.3
orange,8.73,156.31
orange,8.73,156.31
orange,8.73,156.31
orange,8.73,156.35
orange,8.73,156.35
orange,8.73,156.36
orange,8.73,156.37
orange,8.73,156.37
orange,8.73,156.38
orange,8.73,156.4
orange,8.73,156.42
orange,8.73,156.42
orange,8.73,156.45
orange,8.73,156.45
orange,8.73,156.45
orange,8.73,156.46
orange,8.74,156.47
orange,8.74,156.47
orange,8.74,156.47
orange,8.74,156.47
orange,8.74,156.5
orange,8.74,156.5
orange,8.74,156.52
orange,8.74,156.52
orange,8.74,156.54
orange,8.74,156.55
orange,8.74,156.55
orange,8.74,156.56
orange,8.74,156.57
orange,8.74,156.59
orange,8.75,156.6
orange,8.75,156.62
orange,8.75,156.64
orange,8.75,156.64
orange,8.75,156.65
orange,8.75,156.65
orange,8.75,156.67
orange,8.75,156.71
orange,8.75,156.72
orange,8.75,156.72
orange,8.75,156.72
orange,8.76,156.72
orange,8.76,156.73
orange,8.76,156.74
orange,8.76,156.75
orange,8.76,156.75
orange,8.76,156.75
orange,8.76,156.76
orange,8.76,156.77
orange,8.76,156.79
orange,8.76,156.79
orange,8.76,156.8
orange,8.76,156.81
orange,8.76,156.81
orange,8.76,156.82
orange,8.76,156.82
orange,8.76,156.84
orange,8.76,156.85
orange,8.76,156.88
orange,8.76,156.89
orange,8.77,156.9
orange,8.77,156.92
orange,8.77,156.93
orange,8.77,156.93
orange,8.77,156.94
orange,8.77,156.95
orange,8.77,156.96
orange,8.77,156.98
orange,8.77,156.99
orange,8.77,156.99
orange,8.77,157.04
orange,8.77,157.05
orange,8.77,157.05
orange,8.77,157.05
orange,8.77,157.05
orange,8.77,157.06
orange,8.77,157.08
orange,8.77,157.09
orange,8.77,157.09
orange,8.77,157.1
orange,8.77,157.12
orange,8.77,157.12
orange,8.78,157.13
orange,8.78,157.13
orange,8.78,157.14
orange,8.78,157.15
orange,8.78,157.15
orange,8.78,157.16
orange,8.78,157.16
orange,8.78,157.17
orange,8.78,157.19
orange,8.78,157.2
orange,8.78,157.22
orange,8.78,157.22
orange,8.78,157.24
orange,8.78,157.24
orange,8.78,157.24
orange,8.78,157.24
orange,8.78,157.24
orange,8.78,157.25
orange,8.78,157.26
orange,8.78,157.26
orange,8.78,157.27
orange,8.79,157.27
orange,8.79,157.27
orange,8.79,157.28
orange,8.79,157.29
orange,8.79,157.31
orange,8.79,157.31
orange,8.79,157.31
orange,8.79,157.31
orange,8.79,157.32
orange,8.79,157.32
orange,8.79,157.33
orange,8.79,157.33
orange,8.79,157.34
orange,8.79,157.35
orange,8.79,157.35
orange,8.79,157.36
orange,8.8,157.36
orange,8.8,157.38
orange,8.8,157.38
orange,8.8,157.39
orange,8.8,157.39
orange,8.8,157.41
orange,8.8,157.41
orange,8.8,157.42
orange,8.8,157.43
orange,8.8,157.44
orange,8.8,157.45
orange,8.8,157.46
orange,8.8,157.48
orange,8.8,157.48
orange,8.8,157.48
orange,8.8,157.53
orange,8.81,157.54
orange,8.81,157.54
orange,8.81,157.55
orange,8.81,157.56
orange,8.81,157.56
orange,8.81,157.57
orange,8.81,157.57
orange,8.81,157.57
orange,8.81,157.58
orange,8.81,157.58
orange,8.81,157.58
orange,8.81,157.6
orange,8.81,157.61
orange,8.81,157.62
orange,8.81,157.63
orange,8.81,157.63
orange,8.81,157.64
orange,8.81,157.66
orange,8.81,157.67
orange,8.81,157.67
orange,8.81,157.69
orange,8.81,157.7
orange,8.81,157.71
orange,8.81,157.72
orange,8.81,157.73
orange,8.82,157.74
orange,8.82,157.74
orange,8.82,157.75
orange,8.82,157.77
orange,8.82,157.79
orange,8.82,157.79
orange,8.82,157.81
orange,8.82,157.81
orange,8.82,157.82
orange,8.82,157.82
orange,8.82,157.84
orange,8.82,157.84
orange,8.82,157.85
orange,8.82,157.87
orange,8.82,157.92
orange,8.82,157.93
orange,8.82,157.93
orange,8.83,157.93
orange,8.83,157.95
orange,8.83,157.96
orange,8.83,158
orange,8.83,158
orange,8.83,158.03
orange,8.83,158.05
orange,8.83,158.05
orange,8.83,158.06
orange,8.83,158.06
orange,8.83,158.06
orange,8.83,158.07
orange,8.83,158.07
orange,8.83,158.09
orange,8.83,158.09
orange,8.84,158.1
orange,8.84,158.11
orange,8.84,158.12
orange,8.84,158.12
orange,8.84,158.14
orange,8.84,158.14
orange,8.84,158.14
orange,8.84,158.16
orange,8.84,158.17
orange,8.84,158.17
orange,8.84,158.17
orange,8.84,158.2
orange,8.85,158.2
orange,8.85,158.2
orange,8.85,158.21
orange,8.85,158.23
orange,8.85,158.28
orange,8.85,158.29
orange,8.85,158.3
orange,8.85,158.3
orange,8.85,158.3
orange,8.85,158.31
orange,8.85,158.32
orange,8.85,158.35
orange,8.85,158.36
orange,8.85,158.39
orange,8.86,158.41
orange,8.86,158.42
orange,8.86,158.42
orange,8.86,158.43
orange,8.86,158.44
orange,8.86,158.47
orange,8.86,158.47
orange,8.86,158.47
orange,8.86,158.49
orange,8.86,158.5
orange,8.86,158.5
orange,8.86,158.51
orange,8.86,158.52
orange,8.87,158.56
orange,8.87,158.57
orange,8.87,158.6
orange,8.87,158.61
orange,8.87,158.64
orange,8.87,158.65
orange,8.87,158.65
orange,8.87,158.67
orange,8.87,158.68
orange,8.87,158.7
orange,8.87,158.7
orange,8.87,158.7
orange,8.88,158.71
orange,8.88,158.72
orange,8.88,158.73
orange,8.88,158.74
orange,8.88,158.74
orange,8.88,158.74
orange,8.88,158.75
orange,8.88,158.77
orange,8.88,158.77
orange,8.88,158.77
orange,8.88,158.79
orange,8.88,158.8
orange,8.88,158.8
orange,8.88,158.8
orange,8.88,158.81
orange,8.88,158.81
orange,8.88,158.82
orange,8.88,158.82
orange,8.88,158.82
orange,8.88,158.82
orange,8.88,158.88
orange,8.88,158.9
orange,8.89,158.91
orange,8.89,158.91
orange,8.89,158.92
orange,8.89,158.93
orange,8.89,158.93
orange,8.89,158.95
orange,8.89,158.95
orange,8.89,158.95
orange,8.89,158.95
orange,8.89,158.96
orange,8.89,158.96
orange,8.89,158.97
orange,8.89,158.98
orange,8.89,158.99
orange,8.89,159.01
orange,8.89,159.04
orange,8.9,159.06
orange,8.9,159.06
orange,8.9,159.07
orange,8.9,159.07
orange,8.9,159.08
orange,8.9,159.08
orange,8.9,159.08
orange,8.9,159.09
orange,8.9,159.1
orange,8.9,159.1
orange,8.9,159.14
orange,8.9,159.15
orange,8.9,159.18
orange,8.9,159.21
orange,8.9,159.25
orange,8.9,159.25
orange,8.91,159.28
orange,8.91,159.29
orange,8.91,159.3
orange,8.91,159.31
orange,8.91,159.31
orange,8.91,159.33
orange,8.91,159.36
orange,8.91,159.37
orange,8.91,159.39
orange,8.91,159.39
orange,8.91,159.41
orange,8.91,159.43
orange,8.91,159.45
orange,8.91,159.46
orange,8.91,159.46
orange,8.91,159.46
orange,8.91,159.47
orange,8.91,159.48
orange,8.92,159.48
orange,8.92,159.5
orange,8.92,159.52
orange,8.92,159.52
orange,8.92,159.53
orange,8.92,159.53
orange,8.92,159.54
orange,8.92,159.56
orange,8.92,159.57
orange,8.92,159.58
orange,8.92,159.59
orange,8.92,159.59
orange,8.92,159.62
orange,8.92,159.63
orange,8.93,159.64
orange,8.93,159.65
orange,8.93,159.66
orange,8.93,159.66
orange,8.93,159.68
orange,8.93,159.69
orange,8.93,159.69
orange,8.93,159.7
orange,8.93,159.71
orange,8.93,159.75
orange,8.93,159.76
orange,8.93,159.79
orange,8.93,159.79
orange,8.93,159.85
orange,8.93,159.85
orange,8.93,159.85
orange,8.94,159.85
orange,8.94,159.86
orange,8.94,159.86
orange,8.94,159.87
orange,8.94,159.88
orange,8.94,159.89
orange,8.94,159.89
orange,8.94,159.91
orange,8.94,159.91
orange,8.94,159.92
orange,8.94,159.92
orange,8.94,159.94
orange,8.94,159.94
orange,8.94,159.95
orange,8.94,159.96
orange,8.94,160
orange,8.94,160.01
orange,8.94,160.01
orange,8.94,160.01
orange,8.94,160.02
orange,8.94,160.02
orange,8.94,160.02
orange,8.94,160.02
orange,8.94,160.03
orange,8.94,160.03
orange,8.95,160.05
orange,8.95,160.06
orange,8.95,160.09
orange,8.95,160.09
orange,8.95,160.1
orange,8.95,160.11
orange,8.95,160.14
orange,8.95,160.15
orange,8.95,160.15
orange,8.95,160.19
orange,8.95,160.19
orange,8.96,160.2
orange,8.96,160.22
orange,8.96,160.23
orange,8.96,160.23
orange,8.96,160.23
orange,8.96,160.23
orange,8.96,160.25
orange,8.96,160.25
orange,8.96,160.25
orange,8.96,160.25
orange,8.96,160.25
orange,8.96,160.26
orange,8.96,160.27
orange,8.97,160.29
orange,8.97,160.29
orange,8.97,160.29
orange,8.97,160.31
orange,8.97,160.32
orange,8.97,160.32
orange,8.97,160.32
orange,8.97,160.33
orange,8.97,160.33
orange,8.97,160.34
orange,8.97,160.35
orange,8.97,160.35
orange,8.98,160.38
orange,8.98,160.38
orange,8.98,160.39
orange,8.98,160.39
orange,8.98,160.39
orange,8.98,160.39
orange,8.98,160.41
orange,8.98,160.42
orange,8.98,160.44
orange,8.99,160.47
orange,8.99,160.48
orange,8.99,160.49
orange,8.99,160.49
orange,8.99,160.5
orange,8.99,160.51
orange,8.99,160.53
orange,8.99,160.55
orange,8.99,160.58
orange,8.99,160.59
orange,8.99,160.59
orange,9,160.6
orange,9,160.62
orange,9,160.62
orange,9,160.63
orange,9,160.64
orange,9,160.65
orange,9,160.66
orange,9,160.68
orange,9,160.68
orange,9,160.7
orange,9,160.7
orange,9,160.71
orange,9,160.71
orange,9,160.72
orange,9,160.73
orange,9,160.74
orange,9.01,160.75
orange,9.01,160.75
orange,9.01,160.76
orange,9.01,160.79
orange,9.01,160.79
orange,9.01,160.79
orange,9.01,160.79
orange,9.01,160.82
orange,9.01,160.84
orange,9.01,160.84
orange,9.01,160.85
orange,9.01,160.85
orange,9.02,160.86
orange,9.02,160.86
orange,9.02,160.86
orange,9.02,160.9
orange,9.02,160.91
orange,9.02,160.92
orange,9.02,160.92
orange,9.02,160.94
orange,9.02,160.95
orange,9.02,160.96
orange,9.02,160.98
orange,9.02,160.99
orange,9.02,161.01
orange,9.02,161.01
orange,9.02,161.02
orange,9.02,161.03
orange,9.03,161.04
orange,9.03,161.05
orange,9.03,161.06
orange,9.03,161.09
orange,9.03,161.12
orange,9.03,161.12
orange,9.03,161.13
orange,9.03,161.15
orange,9.03,161.16
orange,9.03,161.19
orange,9.03,161.19
orange,9.03,161.2
orange,9.03,161.22
orange,9.03,161.22
orange,9.03,161.23
orange,9.03,161.23
orange,9.03,161.24
orange,9.03,161.25
orange,9.03,161.26
orange,9.04,161.27
orange,9.04,161.29
orange,9.04,161.3
orange,9.04,161.31
orange,9.04,161.31
orange,9.04,161.32
orange,9.04,161.32
orange,9.04,161.32
orange,9.04,161.33
orange,9.04,161.35
orange,9.04,161.36
orange,9.04,161.36
orange,9.04,161.38
orange,9.05,161.4
orange,9.05,161.42
orange,9.05,161.42
orange,9.05,161.45
orange,9.05,161.45
orange,9.05,161.47
orange,9.05,161.49
orange,9.05,161.49
orange,9.05,161.5
orange,9.05,161.5
orange,9.05,161.5
orange,9.05,161.51
orange,9.05,161.51
orange,9.05,161.52
orange,9.05,161.52
orange,9.05,161.53
orange,9.05,161.54
orange,9.05,161.54
orange,9.05,161.55
orange,9.05,161.56
orange,9.05,161.58
orange,9.06,161.58
orange,9.06,161.61
orange,9.06,161.62
orange,9.06,161.62
orange,9.06,161.62
orange,9.06,161.62
orange,9.06,161.65
orange,9.06,161.66
orange,9.06,161.66
orange,9.06,161.67
orange,9.06,161.68
orange,9.06,161.68
orange,9.06,161.68
orange,9.06,161.69
orange,9.06,161.71
orange,9.06,161.71
orange,9.06,161.73
orange,9.06,161.73
orange,9.06,161.74
orange,9.06,161.77
orange,9.07,161.8
orange,9.07,161.81
orange,9.07,161.81
orange,9.07,161.83
orange,9.07,161.84
orange,9.07,161.84
orange,9.07,161.84
orange,9.07,161.84
orange,9.07,161.86
orange,9.07,161.86
orange,9.08,161.86
orange,9.08,161.86
orange,9.08,161.88
orange,9.08,161.91
orange,9.08,161.91
orange,9.08,161.93
orange,9.08,161.94
orange,9.08,161.96
orange,9.08,161.96
orange,9.08,161.98
orange,9.08,161.98
orange,9.08,161.98
orange,9.08,161.99
orange,9.08,162
orange,9.08,162.01
orange,9.09,162.03
orange,9.09,162.05
orange,9.09,162.06
orange,9.09,162.07
orange,9.09,162.08
orange,9.09,162.1
orange,9.09,162.11
orange,9.09,162.12
orange,9.09,162.13
orange,9.09,162.13
orange,9.09,162.17
orange,9.09,162.18
orange,9.09,162.18
orange,9.09,162.18
orange,9.09,162.18
orange,9.09,162.2
orange,9.1,162.2
orange,9.1,162.21
orange,9.1,162.21
orange,9.1,162.22
orange,9.1,162.23
orange,9.1,162.27
orange,9.1,162.28
orange,9.1,162.29
orange,9.1,162.31
orange,9.1,162.33
orange,9.1,162.33
orange,9.1,162.33
orange,9.1,162.36
orange,9.1,162.36
orange,9.1,162.37
orange,9.1,162.38
orange,9.1,162.38
orange,9.1,162.39
orange,9.1,162.4
orange,9.1,162.4
orange,9.11,162.41
orange,9.11,162.41
orange,9.11,162.42
orange,9.11,162.43
orange,9.11,162.44
orange,9.11,162.47
orange,9.11,162.48
orange,9.11,162.49
orange,9.11,162.5
orange,9.11,162.5
orange,9.11,162.5
orange,9.11,162.52
orange,9.11,162.52
orange,9.11,162.52
orange,9.11,162.54
orange,9.12,162.54
orange,9.12,162.54
orange,9.12,162.57
orange,9.12,162.57
orange,9.12,162.58
orange,9.12,162.59
orange,9.12,162.6
orange,9.12,162.63
orange,9.12,162.63
orange,9.12,162.63
orange,9.12,162.63
orange,9.12,162.64
orange,9.12,162.64
orange,9.12,162.65
orange,9.12,162.66
orange,9.12,162.66
orange,9.12,162.66
orange,9.12,162.67
orange,9.12,162.68
orange,9.13,162.69
orange,9.13,162.72
orange,9.13,162.73
orange,9.13,162.74
orange,9.13,162.75
orange,9.13,162.77
orange,9.13,162.78
orange,9.13,162.79
orange,9.13,162.88
orange,9.13,162.88
orange,9.13,162.89
orange,9.13,162.91
orange,9.14,162.92
orange,9.14,162.92
orange,9.14,162.93
orange,9.14,162.94
orange,9.14,162.96
orange,9.14,162.96
orange,9.14,162.97
orange,9.14,162.98
orange,9.14,162.98
orange,9.14,162.99
orange,9.14,162.99
orange,9.14,162.99
orange,9.15,163.02
orange,9.15,163.1
orange,9.15,163.11
orange,9.15,163.11
orange,9.15,163.13
orange,9.15,163.13
orange,9.15,163.13
orange,9.15,163.16
orange,9.16,163.17
orange,9.16,163.17
orange,9.16,163.17
orange,9.16,163.18
orange,9.16,163.18
orange,9.16,163.19
orange,9.16,163.19
orange,9.16,163.21
orange,9.16,163.24
orange,9.16,163.24
orange,9.16,163.25
orange,9.16,163.25
orange,9.16,163.25
orange,9.16,163.27
orange,9.16,163.29
orange,9.17,163.33
orange,9.17,163.33
orange,9.17,163.36
orange,9.17,163.36
orange,9.17,163.4
orange,9.17,163.4
orange,9.17,163.42
orange,9.17,163.44
orange,9.17,163.45
orange,9.17,163.47
orange,9.17,163.48
orange,9.17,163.49
orange,9.17,163.49
orange,9.18,163.54
orange,9.18,163.54
orange,9.18,163.55
orange,9.18,163.56
orange,9.18,163.56
orange,9.18,163.56
orange,9.18,163.56
orange,9.18,163.57
orange,9.18,163.57
orange,9.18,163.57
orange,9.18,163.59
orange,9.18,163.59
orange,9.18,163.65
orange,9.19,163.67
orange,9.19,163.67
orange,9.19,163.67
orange,9.19,163.68
orange,9.19,163.68
orange,9.19,163.68
orange,9.19,163.69
orange,9.19,163.69
orange,9.19,163.7
orange,9.19,163.71
orange,9.19,163.73
orange,9.19,163.76
orange,9.2,163.76
orange,9.2,163.77
orange,9.2,163.77
orange,9.2,163.78
orange,9.2,163.78
orange,9.2,163.78
orange,9.2,163.79
orange,9.2,163.8
orange,9.2,163.8
orange,9.21,163.81
orange,9.21,163.82
orange,9.21,163.83
orange,9.21,163.83
orange,9.21,163.85
orange,9.21,163.85
orange,9.21,163.87
orange,9.21,163.89
orange,9.21,163.9
orange,9.21,163.9
orange,9.21,163.91
orange,9.21,163.91
orange,9.21,163.92
orange,9.21,163.92
orange,9.22,163.94
orange,9.22,163.95
orange,9.22,163.96
orange,9.22,163.96
orange,9.22,163.97
orange,9.22,164
orange,9.22,164.01
orange,9.22,164.01
orange,9.22,164.05
orange,9.22,164.06
orange,9.22,164.06
orange,9.22,164.07
orange,9.22,164.1
orange,9.23,164.12
orange,9.23,164.13
orange,9.23,164.18
orange,9.23,164.18
orange,9.23,164.18
orange,9.23,164.19
orange,9.23,164.2
orange,9.23,164.2
orange,9.23,164.2
orange,9.23,164.2
orange,9.23,164.2
orange,9.23,164.22
orange,9.23,164.23
orange,9.23,164.25
orange,9.23,164.26
orange,9.23,164.28
orange,9.23,164.29
orange,9.24,164.32
orange,9.24,164.32
orange,9.24,164.36
orange,9.24,164.36
orange,9.24,164.36
orange,9.24,164.4
orange,9.24,164.4
orange,9.24,164.41
orange,9.24,164.42
orange,9.24,164.43
orange,9.24,164.43
orange,9.25,164.44
orange,9.25,164.44
orange,9.25,164.44
orange,9.25,164.45
orange,9.25,164.45
orange,9.25,164.45
orange,9.25,164.46
orange,9.25,164.47
orange,9.25,164.48
orange,9.25,164.53
orange,9.25,164.53
orange,9.25,164.54
orange,9.25,164.56
orange,9.25,164.59
orange,9.25,164.6
orange,9.25,164.61
orange,9.25,164.62
orange,9.25,164.62
orange,9.25,164.64
orange,9.25,164.64
orange,9.25,164.66
orange,9.26,164.67
orange,9.26,164.67
orange,9.26,164.7
orange,9.26,164.71
orange,9.26,164.72
orange,9.26,164.76
orange,9.26,164.77
orange,9.26,164.78
orange,9.26,164.8
orange,9.27,164.82
orange,9.27,164.83
orange,9.27,164.83
orange,9.27,164.84
orange,9.27,164.85
orange,9.27,164.87
orange,9.27,164.88
orange,9.27,164.92
orange,9.27,164.93
orange,9.27,164.94
orange,9.27,164.94
orange,9.27,164.95
orange,9.27,164.96
orange,9.27,164.99
orange,9.27,165.01
orange,9.27,165.02
orange,9.27,165.02
orange,9.28,165.02
orange,9.28,165.04
orange,9.28,165.07
orange,9.28,165.08
orange,9.28,165.11
orange,9.28,165.11
orange,9.28,165.11
orange,9.28,165.11
orange,9.28,165.15
orange,9.28,165.15
orange,9.28,165.16
orange,9.29,165.16
orange,9.29,165.17
orange,9.29,165.17
orange,9.29,165.21
orange,9.29,165.21
orange,9.29,165.22
orange,9.29,165.22
orange,9.29,165.24
orange,9.29,165.24
orange,9.29,165.24
orange,9.29,165.25
orange,9.29,165.26
orange,9.29,165.27
orange,9.3,165.3
orange,9.3,165.32
orange,9.3,165.38
orange,9.3,165.39
orange,9.3,165.4
orange,9.3,165.4
orange,9.3,165.41
orange,9.3,165.42
orange,9.3,165.43
orange,9.3,165.43
orange,9.3,165.46
orange,9.3,165.46
orange,9.3,165.46
orange,9.3,165.47
orange,9.3,165.48
orange,9.3,165.54
orange,9.3,165.54
orange,9.31,165.54
orange,9.31,165.54
orange,9.31,165.55
orange,9.31,165.56
orange,9.31,165.58
orange,9.31,165.58
orange,9.31,165.59
orange,9.31,165.59
orange,9.31,165.6
orange,9.31,165.6
orange,9.31,165.61
orange,9.31,165.62
orange,9.31,165.63
orange,9.31,165.67
orange,9.32,165.69
orange,9.32,165.7
orange,9.32,165.7
orange,9.32,165.71
orange,9.32,165.71
orange,9.32,165.72
orange,9.32,165.73
orange,9.32,165.74
orange,9.33,165.74
orange,9.33,165.76
orange,9.33,165.76
orange,9.33,165.76
orange,9.33,165.77
orange,9.33,165.79
orange,9.33,165.82
orange,9.33,165.84
orange,9.33,165.85
orange,9.33,165.87
orange,9.33,165.89
orange,9.33,165.91
orange,9.34,165.91
orange,9.34,165.91
orange,9.34,165.94
orange,9.34,165.95
orange,9.34,165.96
orange,9.35,165.99
orange,9.35,165.99
orange,9.35,165.99
orange,9.35,166
orange,9.35,166.02
orange,9.35,166.03
orange,9.35,166.04
orange,9.36,166.05
orange,9.36,166.06
orange,9.36,166.1
orange,9.36,166.14
orange,9.36,166.15
orange,9.36,166.15
orange,9.36,166.19
orange,9.36,166.19
orange,9.36,166.2
orange,9.37,166.2
orange,9.37,166.2
orange,9.37,166.21
orange,9.37,166.22
orange,9.37,166.23
orange,9.37,166.27
orange,9.37,166.28
orange,9.37,166.32
orange,9.37,166.35
orange,9.37,166.38
orange,9.37,166.4
orange,9.37,166.4
orange,9.38,166.42
orange,9.38,166.43
orange,9.38,166.46
orange,9.38,166.48
orange,9.38,166.49
orange,9.38,166.49
orange,9.38,166.51
orange,9.39,166.53
orange,9.39,166.55
orange,9.39,166.68
orange,9.39,166.69
orange,9.39,166.71
orange,9.39,166.71
orange,9.39,166.74
orange,9.39,166.75
orange,9.39,166.78
orange,9.39,166.78
orange,9.39,166.78
orange,9.39,166.81
orange,9.39,166.81
orange,9.39,166.82
orange,9.39,166.84
orange,9.39,166.88
orange,9.4,166.9
orange,9.4,166.9
orange,9.4,166.91
orange,9.4,166.91
orange,9.4,166.91
orange,9.4,166.93
orange,9.4,166.95
orange,9.4,166.95
orange,9.4,166.97
orange,9.4,166.99
orange,9.4,167
orange,9.41,167.02
orange,9.41,167.02
orange,9.41,167.04
orange,9.41,167.05
orange,9.41,167.07
orange,9.41,167.09
orange,9.41,167.12
orange,9.41,167.13
orange,9.41,167.14
orange,9.41,167.18
orange,9.41,167.19
orange,9.42,167.19
orange,9.42,167.2
orange,9.42,167.22
orange,9.42,167.22
orange,9.42,167.23
orange,9.42,167.25
orange,9.42,167.25
orange,9.42,167.27
orange,9.43,167.27
orange,9.43,167.28
orange,9.43,167.31
orange,9.43,167.32
orange,9.43,167.32
orange,9.43,167.33
orange,9.43,167.35
orange,9.43,167.35
orange,9.43,167.36
orange,9.43,167.37
orange,9.44,167.37
orange,9.44,167.37
orange,9.44,167.38
orange,9.44,167.4
orange,9.44,167.4
orange,9.44,167.41
orange,9.44,167.43
orange,9.44,167.44
orange,9.44,167.46
orange,9.44,167.53
orange,9.44,167.54
orange,9.44,167.55
orange,9.44,167.56
orange,9.44,167.58
orange,9.44,167.6
orange,9.44,167.61
orange,9.44,167.61
orange,9.45,167.62
orange,9.45,167.64
orange,9.45,167.65
orange,9.45,167.66
orange,9.45,167.66
orange,9.45,167.66
orange,9.45,167.67
orange,9.45,167.68
orange,9.45,167.69
orange,9.45,167.69
orange,9.45,167.7
orange,9.45,167.72
orange,9.45,167.73
orange,9.45,167.75
orange,9.45,167.76
orange,9.45,167.77
orange,9.45,167.78
orange,9.45,167.79
orange,9.46,167.79
orange,9.46,167.84
orange,9.46,167.86
orange,9.46,167.89
orange,9.46,167.91
orange,9.46,167.93
orange,9.46,167.94
orange,9.46,167.96
orange,9.46,167.98
orange,9.47,167.99
orange,9.47,168
orange,9.47,168.02
orange,9.47,168.02
orange,9.47,168.05
orange,9.47,168.06
orange,9.47,168.07
orange,9.47,168.08
orange,9.47,168.09
orange,9.47,168.1
orange,9.47,168.15
orange,9.47,168.16
orange,9.48,168.18
orange,9.48,168.2
orange,9.48,168.2
orange,9.48,168.21
orange,9.48,168.26
orange,9.48,168.27
orange,9.48,168.27
orange,9.48,168.29
orange,9.49,168.3
orange,9.49,168.32
orange,9.49,168.32
orange,9.49,168.32
orange,9.49,168.34
orange,9.49,168.35
orange,9.49,168.36
orange,9.49,168.37
orange,9.49,168.4
orange,9.49,168.42
orange,9.49,168.43
orange,9.49,168.43
orange,9.49,168.44
orange,9.49,168.44
orange,9.5,168.44
orange,9.5,168.45
orange,9.5,168.46
orange,9.5,168.47
orange,9.5,168.48
orange,9.5,168.5
orange,9.5,168.53
orange,9.5,168.53
orange,9.5,168.54
orange,9.5,168.54
orange,9.51,168.56
orange,9.51,168.58
orange,9.51,168.58
orange,9.51,168.6
orange,9.51,168.61
orange,9.51,168.64
orange,9.51,168.64
orange,9.51,168.65
orange,9.52,168.66
orange,9.52,168.67
orange,9.52,168.67
orange,9.52,168.7
orange,9.52,168.71
orange,9.52,168.71
orange,9.52,168.72
orange,9.52,168.73
orange,9.52,168.76
orange,9.52,168.76
orange,9.52,168.8
orange,9.52,168.81
orange,9.52,168.82
orange,9.52,168.83
orange,9.52,168.84
orange,9.52,168.86
orange,9.52,168.93
orange,9.52,168.93
orange,9.52,168.95
orange,9.52,168.98
orange,9.53,168.98
orange,9.53,169
orange,9.53,169.02
orange,9.53,169.04
orange,9.53,169.07
orange,9.53,169.07
orange,9.53,169.08
orange,9.54,169.09
orange,9.54,169.11
orange,9.54,169.12
orange,9.54,169.14
orange,9.54,169.14
orange,9.54,169.16
orange,9.54,169.18
orange,9.54,169.18
orange,9.54,169.2
orange,9.54,169.23
orange,9.54,169.23
orange,9.54,169.25
orange,9.55,169.26
orange,9.55,169.27
orange,9.55,169.28
orange,9.55,169.29
orange,9.55,169.3
orange,9.55,169.34
orange,9.55,169.35
orange,9.55,169.36
orange,9.56,169.37
orange,9.56,169.37
orange,9.56,169.39
orange,9.56,169.42
orange,9.56,169.43
orange,9.56,169.43
orange,9.56,169.43
orange,9.56,169.44
orange,9.56,169.49
orange,9.56,169.51
orange,9.56,169.55
orange,9.56,169.56
orange,9.56,169.56
orange,9.56,169.59
orange,9.56,169.62
orange,9.56,169.63
orange,9.57,169.64
orange,9.57,169.64
orange,9.57,169.64
orange,9.57,169.65
orange,9.57,169.65
orange,9.57,169.65
orange,9.57,169.66
orange,9.57,169.68
orange,9.57,169.7
orange,9.57,169.73
orange,9.58,169.74
orange,9.58,169.75
orange,9.58,169.75
orange,9.58,169.76
orange,9.58,169.79
orange,9.58,169.8
orange,9.58,169.8
orange,9.58,169.81
orange,9.58,169.82
orange,9.58,169.83
orange,9.58,169.85
orange,9.59,169.85
orange,9.59,169.87
orange,9.59,169.88
orange,9.59,169.89
orange,9.59,169.91
orange,9.59,169.91
orange,9.59,169.95
orange,9.59,169.95
orange,9.59,169.97
orange,9.59,169.98
orange,9.6,169.98
orange,9.6,169.98
orange,9.6,169.99
orange,9.6,170
orange,9.6,170.02
orange,9.6,170.02
orange,9.6,170.03
orange,9.6,170.04
orange,9.6,170.07
orange,9.6,170.09
orange,9.6,170.1
orange,9.61,170.11
orange,9.61,170.12
orange,9.61,170.13
orange,9.61,170.14
orange,9.61,170.14
orange,9.61,170.16
orange,9.61,170.2
orange,9.61,170.21
orange,9.61,170.22
orange,9.62,170.22
orange,9.62,170.22
orange,9.62,170.25
orange,9.62,170.28
orange,9.62,170.31
orange,9.62,170.32
orange,9.62,170.33
orange,9.62,170.37
orange,9.62,170.37
orange,9.62,170.39
orange,9.62,170.39
orange,9.62,170.4
orange,9.62,170.42
